,Invoice_ID,Branch,City,Customer_type,Gender,Product_line,Unit_price,Quantity,Tax_5perc,Total,Date,Time,Payment,Cogs,Gross_Inc,Rating
183,824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.724,288.204,2019-01-25,15:00,Ewallet,274.48,13.724,5.7
184,586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.34,7,4.319,90.699,2019-03-04,11:19,Credit card,86.38,4.319,6.7
185,895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.08,3,2.7119999999999997,56.952,2019-03-05,19:46,Ewallet,54.24,2.7119999999999997,8.0
186,305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.796,793.716,2019-03-03,19:00,Ewallet,755.92,37.796,7.5
187,732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,2019-02-08,10:53,Cash,185.88,9.294,7.0
188,400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,2019-02-10,12:50,Ewallet,74.07,3.7035,9.9
189,593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,2019-01-28,20:50,Credit card,279.24,13.962,5.9
190,284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,2019-02-11,10:39,Credit card,231.12,11.556,7.2
191,437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.352,154.392,2019-01-15,13:41,Ewallet,147.04,7.352,4.6
192,286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,829.71,2019-03-16,19:08,Cash,790.2,39.51,9.2
193,641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,2019-01-26,20:23,Ewallet,102.2,5.11,5.7
194,831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32.71,5,8.1775,171.7275,2019-03-19,11:30,Credit card,163.55,8.1775,9.9
195,556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.7145,78.0045,2019-01-13,19:30,Cash,74.29,3.7145,5.0
196,848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.37,91.77,2019-03-26,18:03,Cash,87.4,4.37,4.9
197,856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.29,1,1.2645,26.5545,2019-03-23,10:13,Ewallet,25.29,1.2645,6.1
198,699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174.3,2019-03-12,19:58,Credit card,166.0,8.3,8.2
199,420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,2019-02-17,19:57,Credit card,356.95,17.8475,5.5
200,606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.745,120.645,2019-01-29,10:01,Credit card,114.9,5.745,6.8
201,542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49,4,11.498,241.458,2019-03-15,11:57,Cash,229.96,11.498,6.6
202,426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.4935,451.3635,2019-01-14,10:02,Cash,429.87,21.4935,9.8
203,875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,271.95,2019-02-06,14:51,Ewallet,259.0,12.95,8.7
204,394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,2019-02-15,12:42,Credit card,88.85,4.4425,5.4
205,749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.03,9,10.3635,217.6335,2019-01-03,12:02,Ewallet,207.27,10.3635,7.9
206,672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66.65,9,29.9925,629.8425,2019-01-04,18:19,Credit card,599.85,29.9925,9.7
207,263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,2019-03-18,17:38,Ewallet,285.3,14.265,7.8
208,573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.5555,95.6655,2019-03-28,13:41,Ewallet,91.11,4.5555,5.1
209,817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485,2019-03-02,19:42,Credit card,897.57,44.8785,6.5
210,888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,2019-01-25,20:24,Ewallet,236.07,11.8035,5.9
211,677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.967,881.307,2019-01-16,18:08,Cash,839.34,41.967,8.8
212,142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,2019-03-20,19:17,Ewallet,461.8,23.09,4.9
213,656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,3,6.962999999999999,146.22299999999998,2019-01-04,13:24,Credit card,139.26,6.962999999999999,4.4
214,891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,2019-03-11,15:53,Cash,207.27,10.3635,6.5
215,802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.914,19.194000000000003,2019-03-22,15:05,Credit card,18.28,0.914,8.3
216,560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,2019-03-24,18:27,Cash,123.85,6.1925,8.5
217,319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3,14.196,298.116,2019-02-21,16:55,Cash,283.92,14.196,5.5
218,549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,2019-02-12,12:58,Ewallet,758.96,37.948,8.7
219,790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,8.601,180.62099999999998,2019-03-10,18:59,Credit card,172.02,8.601,7.9
220,239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,2019-01-31,13:44,Ewallet,272.1,13.605,6.1
221,468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7,21.728,456.288,2019-03-06,13:46,Ewallet,434.56,21.728,5.4
222,389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,2019-02-17,18:06,Cash,59.05,2.9525,9.4
223,279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2019-02-21,12:38,Cash,12.54,0.627,8.2
224,213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25,2,4.325,90.825,2019-03-20,15:56,Cash,86.5,4.325,6.2
225,746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.716000000000001,183.03599999999997,2019-01-11,14:29,Credit card,174.32,8.716000000000001,9.7
226,836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,2019-01-26,19:14,Ewallet,624.33,31.2165,4.0
227,583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412000000000001,155.65200000000002,2019-01-31,16:24,Ewallet,148.24,7.412000000000001,9.7
228,466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2019-02-26,10:52,Cash,544.2,27.21,5.3
229,721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.368000000000002,532.7280000000001,2019-03-11,12:55,Ewallet,507.36,25.368000000000002,7.4
230,289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,2019-01-26,19:28,Cash,162.74,8.137,6.5
231,545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,2019-03-12,13:52,Credit card,31.77,1.5885,8.7
232,418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,2019-02-11,10:54,Cash,756.81,37.8405,8.0
233,269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,14.764000000000001,310.04400000000004,2019-02-21,18:31,Cash,295.28,14.764000000000001,6.7
234,157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,2019-03-09,18:24,Ewallet,519.4,25.97,6.5
235,645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2,9.314,195.59400000000002,2019-01-20,18:09,Ewallet,186.28,9.314,4.1
236,211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,2019-01-28,15:16,Credit card,87.05,4.3525,4.9
237,755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.055,232.155,2019-03-05,17:07,Credit card,221.1,11.055,8.6
238,346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3.305,69.405,2019-03-02,19:26,Cash,66.1,3.305,4.3
239,478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,2019-01-11,11:20,Ewallet,89.69,4.4845,4.9
240,540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,11.222999999999999,235.683,2019-01-11,16:49,Credit card,224.46,11.222999999999999,5.6
241,448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,125.51700000000001,2019-03-11,12:01,Credit card,119.54,5.977,5.8
242,142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2019-02-28,18:37,Credit card,186.4,9.32,6.0
243,217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,2019-01-05,11:25,Cash,250.6,12.53,4.2
244,376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2019-02-02,18:42,Credit card,750.96,37.548,8.3
245,530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8,19.035999999999998,399.756,2019-01-01,14:47,Cash,380.72,19.035999999999998,5.7
246,866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2019-02-09,19:43,Cash,244.2,12.21,4.8
247,604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.185,2019-01-23,14:04,Ewallet,89.7,4.485,6.8
248,799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4,15.544,326.42400000000004,2019-01-07,16:11,Credit card,310.88,15.544,8.8
249,785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25.570999999999998,536.991,2019-01-14,19:06,Credit card,511.42,25.570999999999998,4.2
250,845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2019-02-02,15:34,Ewallet,418.95,20.9475,6.4
251,662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,369.495,2019-03-17,19:06,Credit card,351.9,17.595,8.4
252,883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,30.219,2019-03-02,19:44,Credit card,28.78,1.439,7.2
253,290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,2019-03-16,11:22,Cash,95.0,4.75,5.2
254,704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,2019-01-06,11:23,Cash,471.2,23.56,8.9
255,110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,137.004,2019-01-29,14:12,Cash,130.48,6.524,9.0
256,366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,2019-01-31,10:46,Credit card,66.35,3.3175,9.7
257,729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,2019-02-05,10:16,Ewallet,155.46,7.773,8.7
258,151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2019-02-13,12:38,Ewallet,129.0,6.45,6.5
259,380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.187999999999999,276.948,2019-02-07,13:05,Credit card,263.76,13.187999999999999,6.9
260,850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,2019-03-19,13:25,Ewallet,675.54,33.777,6.2
261,821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,2019-03-07,14:53,Ewallet,65.8,3.29,5.6
262,655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,2019-03-13,19:22,Cash,153.2,7.66,5.7
263,447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2019-02-09,11:00,Cash,222.4,11.12,4.2
264,154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2019-02-26,19:24,Ewallet,54.45,2.7225,7.9
265,253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,2019-03-12,12:43,Credit card,688.8,34.44,8.7
266,808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.093999999999999,148.974,2019-03-14,17:22,Credit card,141.88,7.093999999999999,6.9
267,571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,2019-01-08,20:55,Cash,746.0,37.3,9.5
268,144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,2019-01-05,16:05,Credit card,282.96,14.148,4.4
269,731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,2019-01-04,13:34,Ewallet,355.4,17.77,7.0
270,783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,2019-03-06,18:13,Ewallet,337.15,16.8575,6.3
271,687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,44.352,2019-01-03,19:17,Cash,42.24,2.112,9.7
272,126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,2019-01-07,11:44,Credit card,193.86,9.693,8.8
273,633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,2019-01-27,15:51,Cash,24.06,1.203,5.1
274,477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2019-02-26,16:52,Ewallet,598.26,29.913,7.9
275,566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,2019-01-07,20:52,Cash,335.79,16.7895,6.2
276,526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,2019-01-07,17:36,Cash,218.2,10.91,7.1
277,376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2019-02-02,13:23,Ewallet,381.68,19.084,6.4
278,537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,745.395,2019-03-20,16:28,Cash,709.9,35.495,5.7
279,828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,2019-03-20,19:57,Credit card,440.2,22.01,9.6
280,136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2019-02-15,17:01,Credit card,559.68,27.984,6.4
281,523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,1.85,38.85,2019-03-06,13:29,Credit card,37.0,1.85,7.9
282,490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,16.107,2019-01-06,11:09,Cash,15.34,0.767,6.5
283,667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,29.949,628.929,2019-03-04,15:02,Ewallet,598.98,29.949,8.5
284,565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,9.533999999999999,200.21400000000003,2019-03-12,14:21,Cash,190.68,9.533999999999999,9.1
285,498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2019-02-20,18:01,Cash,333.4,16.67,7.6
286,593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.7430000000000003,78.60300000000001,2019-03-24,14:49,Cash,74.86,3.7430000000000003,6.9
287,226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,2019-01-31,12:02,Cash,213.75,10.6875,9.5
288,283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,2019-01-25,13:30,Credit card,339.57,16.9785,5.2
289,430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,2019-02-03,14:38,Cash,664.16,33.208,4.2
290,139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,2019-01-24,17:37,Credit card,403.0,20.15,7.0
291,558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,2019-03-14,17:20,Ewallet,194.95,9.7475,6.0
292,278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,3.1239999999999997,65.604,2019-02-18,20:29,Cash,62.48,3.1239999999999997,4.7
293,316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.35600000000001,2019-01-21,10:00,Cash,72.72,3.636,7.1
294,585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,190.155,2019-03-13,11:46,Ewallet,181.1,9.055,5.9
295,211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,2019-03-03,13:42,Cash,259.6,12.98,7.5
296,727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768,121.12799999999999,2019-03-29,14:44,Cash,115.36,5.768,6.4
297,744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,493.79400000000004,2019-01-10,14:16,Ewallet,470.28,23.514,5.8
298,307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,2019-01-25,15:54,Cash,240.04,12.002,4.5
299,779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,2019-01-19,10:21,Cash,88.61,4.4305,7.7
300,446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982000000000001,209.622,2019-01-02,18:09,Credit card,199.64,9.982000000000001,6.7
301,573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,2019-03-12,16:46,Credit card,39.01,1.9505,4.7
302,735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2019-02-25,15:31,Cash,48.61,2.4305,4.4
303,439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,2019-03-18,17:15,Credit card,204.76,10.238,4.7
304,396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2019-02-23,12:29,Cash,119.68,5.984,8.6
305,411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,2019-03-26,20:14,Ewallet,505.4,25.27,4.3
306,286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,2019-03-30,13:22,Cash,281.61,14.0805,9.6
307,803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2019-02-17,17:09,Cash,710.32,35.516,4.1
308,512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.412,2019-03-21,10:40,Ewallet,79.44,3.972,4.7
309,848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,2019-03-05,17:43,Cash,163.82,8.191,7.8
310,532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.559,2019-01-31,14:04,Cash,479.58,23.979,5.5
311,181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2019-02-05,19:05,Ewallet,138.66,6.933,9.7
312,870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,2019-02-01,10:08,Credit card,71.15,3.5575,4.4
313,423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,2019-03-07,13:12,Cash,139.95,6.9975,5.0
314,227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2019-02-10,20:51,Cash,781.3,39.065,4.4
315,174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937000000000001,208.67700000000002,2019-02-14,17:29,Cash,198.74,9.937000000000001,5.2
316,428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,2019-02-09,10:25,Cash,63.24,3.162,7.3
317,603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,2019-01-10,11:34,Cash,373.95,18.6975,4.9
318,704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,2019-03-11,18:58,Credit card,207.69,10.3845,8.1
319,787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.09400000000002,2019-02-18,16:28,Ewallet,176.28,8.814,8.4
320,649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2019-02-26,20:26,Cash,206.37,10.3185,5.5
321,622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.9709999999999999,41.391000000000005,2019-01-18,15:08,Cash,39.42,1.9709999999999999,8.4
322,372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.13799999999999,2019-02-15,18:03,Ewallet,91.56,4.578,9.8
323,563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,2019-03-08,13:21,Cash,308.85,15.4425,6.7
324,746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,2019-01-17,12:48,Credit card,129.12,6.456,9.4
325,276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,410.50800000000004,2019-03-12,19:53,Ewallet,390.96,19.548,6.4
326,815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,24.945,523.845,2019-03-09,19:09,Cash,498.9,24.945,5.4
327,719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,395.892,2019-03-12,16:30,Cash,377.04,18.852,8.6
328,730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,10.226,214.74599999999998,2019-01-25,10:11,Credit card,204.52,10.226,4.0
329,340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,7.272,152.71200000000002,2019-03-25,13:07,Cash,145.44,7.272,7.6
330,868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.908999999999999,208.08900000000003,2019-02-07,18:48,Cash,198.18,9.908999999999999,6.8
331,634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,4.935,103.635,2019-02-17,17:27,Credit card,98.7,4.935,9.1
332,566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,2019-02-03,15:59,Cash,385.1,19.255,5.5
333,442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,2.3480000000000003,49.308,2019-03-14,11:21,Credit card,46.96,2.3480000000000003,7.9
334,835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,5,3.675,77.175,2019-03-24,13:48,Ewallet,73.5,3.675,8.5
335,527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,2019-03-21,10:17,Credit card,142.25,7.1125,9.1
336,898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,2019-03-19,15:49,Ewallet,687.6,34.38,7.5
337,692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,17.385,365.085,2019-02-24,13:02,Cash,347.7,17.385,5.2
338,633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,2019-03-28,12:58,Credit card,142.95,7.1475,9.5
339,374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,19.269000000000002,404.649,2019-02-05,15:26,Credit card,385.38,19.269000000000002,8.9
340,378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,2019-02-10,18:23,Credit card,144.27,7.2135,7.8
341,433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,2019-03-05,19:06,Ewallet,391.79,19.5895,8.9
342,873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,565.215,2019-02-15,20:21,Cash,538.3,26.915,7.7
343,416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,2019-01-30,16:24,Ewallet,485.15,24.2575,9.3
344,150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,2019-02-14,15:04,Cash,133.95,6.6975,6.2
345,135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,2019-02-27,16:10,Ewallet,701.37,35.0685,7.6
346,441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,2019-02-04,12:14,Cash,71.95,3.5975,7.3
347,725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,2019-01-20,10:13,Cash,714.0,35.7,4.7
348,531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107000000000001,191.247,2019-03-28,17:38,Cash,182.14,9.107000000000001,5.1
349,400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2019-02-27,11:06,Credit card,135.0,6.75,4.8
351,834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,2019-01-26,18:22,Cash,361.83,18.0915,5.5
352,115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,2019-03-14,19:02,Credit card,383.11,19.1555,8.5
353,565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27.0,9,12.15,255.15,2019-03-02,14:16,Cash,243.0,12.15,4.8
354,320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.5119999999999998,31.752,2019-03-04,15:44,Cash,30.24,1.5119999999999998,8.4
355,889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,17.828,374.38800000000003,2019-01-07,12:20,Credit card,356.56,17.828,7.8
356,632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,2019-03-08,20:01,Credit card,375.5,18.775,9.3
358,453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,2019-03-01,15:40,Ewallet,82.5,4.125,6.5
359,578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,2019-03-16,16:58,Cash,74.97,3.7485,5.6
360,612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,32.384,680.064,2019-02-17,11:12,Credit card,647.68,32.384,7.4
361,605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.788000000000004,793.548,2019-02-27,15:12,Cash,755.76,37.788000000000004,9.1
362,471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,209.55900000000003,2019-03-07,20:37,Ewallet,199.58,9.979,8.0
363,462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.965999999999998,461.286,2019-01-21,17:44,Cash,439.32,21.965999999999998,7.2
364,272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,173.208,2019-02-19,16:23,Cash,164.96,8.248,7.1
365,834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,2019-01-06,12:12,Cash,326.72,16.336,9.1
366,122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,2019-03-14,19:33,Cash,461.88,23.094,5.6
367,468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,13.187999999999999,276.948,2019-03-24,10:29,Cash,263.76,13.187999999999999,6.0
