QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,,,,,CITY,,,COUNTRY,,,,DEALSIZE
29,100,9,2923.2,10/16/2004 0:00,Shipped,4,10,2004,Classic Cars,124,S18_1589,,,,,Madrid,,,Spain,,,,Small
44,100,6,4489.76,11-04-2004 00:00,Shipped,4,11,2004,Classic Cars,124,S18_1589,,,,,New Bedford,,,USA,,,,Medium
44,100,14,4849.24,11/17/2004 0:00,Shipped,4,11,2004,Classic Cars,124,S18_1589,,,,,Philadelphia,,,USA,,,,Medium
36,100,4,5848.92,11/24/2004 0:00,Shipped,4,11,2004,Classic Cars,124,S18_1589,,,,,Reims,,,France,,,,Medium
49,56.3,1,2758.7,01-12-2005 00:00,Resolved,1,1,2005,Classic Cars,124,S18_1589,,,,,Pasadena,,,USA,,,,Small
34,42.64,5,1449.76,02-10-2005 00:00,Shipped,1,2,2005,Classic Cars,124,S18_1589,,,,,Madrid,,,Spain,,,,Small
59,100,11,7048.14,4/22/2005 0:00,On Hold,2,4,2005,Classic Cars,124,S18_1589,,,,,San Jose,,,USA,,,,Large
37,100,1,5202.94,5/17/2005 0:00,Shipped,2,5,2005,Classic Cars,124,S18_1589,,,,,Salzburg,,,Austria,,,,Medium
36,100,12,5279.4,2/17/2003 0:00,Shipped,1,2,2003,Planes,157,S18_1662,,,,,Bergamo,,,Italy,,,,Medium
43,100,3,6916.12,4/28/2003 0:00,Shipped,2,4,2003,Planes,157,S18_1662,,,,,Salzburg,,,Austria,,,,Medium
21,100,4,2781.66,6/16/2003 0:00,Shipped,2,6,2003,Planes,157,S18_1662,,,,,Glendale,,,USA,,,,Small
32,100,7,5248,08-10-2003 00:00,Shipped,3,8,2003,Planes,157,S18_1662,,,,,New Bedford,,,USA,,,,Medium
38,100,5,6531.44,10-06-2003 00:00,Shipped,4,10,2003,Planes,157,S18_1662,,,,,Helsinki,,,Finland,,,,Medium
43,100,1,5763.72,10/23/2003 0:00,Cancelled,4,10,2003,Planes,157,S18_1662,,,,,Boras,,,Sweden,,,,Medium
42,100,4,6490.68,11-08-2003 00:00,Shipped,4,11,2003,Planes,157,S18_1662,,,,,Toulouse,,,France,,,,Medium
32,100,1,6004.8,11/14/2003 0:00,Shipped,4,11,2003,Planes,157,S18_1662,,,,,London,,,UK,,,,Medium
42,100,4,7483.98,11/27/2003 0:00,Shipped,4,11,2003,Planes,157,S18_1662,,,,,Makati City,,,Philippines,,,,Large
31,100,17,5719.5,01-12-2004 00:00,Shipped,1,1,2004,Planes,157,S18_1662,,,,,Osaka,,,Japan,,,,Medium
49,100,4,6954.08,2/19/2004 0:00,Shipped,1,2,2004,Planes,157,S18_1662,,,,,San Diego,,,USA,,,,Medium
45,100,14,8160.3,05-11-2004 00:00,Shipped,2,5,2004,Planes,157,S18_1662,,,,,San Jose,,,USA,,,,Large
49,100,9,6567.96,6/24/2004 0:00,Cancelled,2,6,2004,Planes,157,S18_1662,,,,,Madrid,,,Spain,,,,Medium
41,100,1,6724,7/21/2004 0:00,Shipped,3,7,2004,Planes,157,S18_1662,,,,,Brickhaven,,,USA,,,,Medium
45,100,11,5747.85,8/21/2004 0:00,Shipped,3,8,2004,Planes,157,S18_1662,,,,,Oslo,,,Norway,,,,Medium
36,100,7,5676.84,9/15/2004 0:00,Shipped,3,9,2004,Planes,157,S18_1662,,,,,Munich,,,Germany,,,,Medium
39,100,1,7379.97,10/14/2004 0:00,Shipped,4,10,2004,Planes,157,S18_1662,,,,,Philadelphia,,,USA,,,,Large
27,100,9,3704.13,11-01-2004 00:00,Shipped,4,11,2004,Planes,157,S18_1662,,,,,Cowes,,,UK,,,,Medium
25,100,6,2804.75,11-10-2004 00:00,Resolved,4,11,2004,Planes,157,S18_1662,,,,,Kobenhavn,,,Denmark,,,,Small
41,100,1,5624.79,11/22/2004 0:00,Shipped,4,11,2004,Planes,157,S18_1662,,,,,Charleroi,,,Belgium,,,,Medium
39,99.52,1,3881.28,12-03-2004 00:00,Shipped,4,12,2004,Planes,157,S18_1662,,,,,London,,,UK,,,,Medium
28,57.55,4,1611.4,1/31/2005 0:00,Shipped,1,1,2005,Planes,157,S18_1662,,,,,Oulu,,,Finland,,,,Small
25,54.57,7,1364.25,03-01-2005 00:00,Resolved,1,3,2005,Planes,157,S18_1662,,,,,Madrid,,,Spain,,,,Small
33,100,11,4215.09,3/30/2005 0:00,Shipped,1,3,2005,Planes,157,S18_1662,,,,,Reims,,,France,,,,Medium
34,100,1,6433.82,04-01-2005 00:00,Shipped,2,4,2005,Planes,157,S18_1662,,,,,San Jose,,,USA,,,,Medium
24,100,14,4352.16,05-10-2005 00:00,Shipped,2,5,2005,Planes,157,S18_1662,,,,,Reggio Emilia,,,Italy,,,,Medium
30,100,3,5151,01-06-2003 00:00,Shipped,1,1,2003,Vintage Cars,170,S18_1749,,,,,Nashua,,,USA,,,,Medium
42,100,7,6069,3/18/2003 0:00,Shipped,1,3,2003,Vintage Cars,170,S18_1749,,,,,Manchester,,,UK,,,,Medium
21,100,6,2856,5/21/2003 0:00,Shipped,2,5,2003,Vintage Cars,170,S18_1749,,,,,Las Vegas,,,USA,,,,Small
34,100,11,5375.4,09-12-2003 00:00,Shipped,3,9,2003,Vintage Cars,170,S18_1749,,,,,Brisbane,,,USA,,,,Medium
29,100,9,5176.5,10/18/2003 0:00,Shipped,4,10,2003,Vintage Cars,170,S18_1749,,,,,San Francisco,,,USA,,,,Medium
24,100,13,3508.8,11-05-2003 00:00,Shipped,4,11,2003,Vintage Cars,170,S18_1749,,,,,Bergamo,,,Italy,,,,Medium
44,100,10,7554.8,11-12-2003 00:00,Shipped,4,11,2003,Vintage Cars,170,S18_1749,,,,,San Rafael,,,USA,,,,Large
21,100,14,3141.6,11/21/2003 0:00,Shipped,4,11,2003,Vintage Cars,170,S18_1749,,,,,Glen Waverly,,,Australia,,,,Medium
33,100,4,5890.5,12-02-2003 00:00,Shipped,4,12,2003,Vintage Cars,170,S18_1749,,,,,NYC,,,USA,,,,Medium
30,100,7,5967,1/26/2004 0:00,Shipped,1,1,2004,Vintage Cars,170,S18_1749,,,,,Madrid,,,Spain,,,,Medium
26,100,10,3712.8,03-02-2004 00:00,Shipped,1,3,2004,Vintage Cars,170,S18_1749,,,,,Lyon,,,France,,,,Medium
41,100,2,7597.3,4/13/2004 0:00,Shipped,2,4,2004,Vintage Cars,170,S18_1749,,,,,Strasbourg,,,France,,,,Large
26,100,16,3668.6,8/17/2004 0:00,Shipped,3,8,2004,Vintage Cars,170,S18_1749,,,,,Torino,,,Italy,,,,Medium
32,100,5,5875.2,09-01-2004 00:00,Shipped,3,9,2004,Vintage Cars,170,S18_1749,,,,,Singapore,,,Singapore,,,,Medium
43,100,1,7310,10-06-2003 00:00,Shipped,4,10,2003,Vintage Cars,170,S18_1749,,,,,Liverpool,,,UK,,,,Large
48,100,17,8078.4,10/21/2004 0:00,Shipped,4,10,2004,Vintage Cars,170,S18_1749,,,,,San Rafael,,,USA,,,,Large
44,74.04,7,3257.76,11/17/2004 0:00,Shipped,4,11,2004,Vintage Cars,170,S18_1749,,,,,Philadelphia,,,USA,,,,Medium
45,100,1,7650,11/25/2004 0:00,Shipped,4,11,2004,Vintage Cars,170,S18_1749,,,,,Marseille,,,France,,,,Large
37,100,3,4703.81,01-12-2005 00:00,Resolved,1,1,2005,Vintage Cars,170,S18_1749,,,,,Pasadena,,,USA,,,,Medium
39,100,2,5399.55,02-10-2005 00:00,Shipped,1,2,2005,Vintage Cars,170,S18_1749,,,,,Madrid,,,Spain,,,,Medium
76,100,2,14082.8,4/22/2005 0:00,On Hold,2,4,2005,Vintage Cars,170,S18_1749,,,,,San Jose,,,USA,,,,Large
37,100,5,5283.6,5/29/2005 0:00,In Process,2,5,2005,Vintage Cars,170,S18_1749,,,,,Chatswood,,,Australia,,,,Medium
38,82.39,2,3130.82,03-03-2003 00:00,Shipped,1,3,2003,Classic Cars,77,S18_1889,,,,,Makati City,,,Philippines,,,,Medium
43,72.38,6,3112.34,05-08-2003 00:00,Shipped,2,5,2003,Classic Cars,77,S18_1889,,,,,Marseille,,,France,,,,Medium
48,79.31,3,3806.88,07-02-2003 00:00,Shipped,3,7,2003,Classic Cars,77,S18_1889,,,,,San Rafael,,,USA,,,,Medium
26,82.39,3,2142.14,09-05-2003 00:00,Shipped,3,9,2003,Classic Cars,77,S18_1889,,,,,Brickhaven,,,USA,,,,Small
38,88.55,4,3364.9,10-11-2003 00:00,Shipped,4,10,2003,Classic Cars,77,S18_1889,,,,,Los Angeles,,,USA,,,,Medium
20,63.14,2,1262.8,11-04-2003 00:00,Shipped,4,11,2003,Classic Cars,77,S18_1889,,,,,Graz,,,Austria,,,,Small
22,73.92,10,1626.24,11-12-2003 00:00,Shipped,4,11,2003,Classic Cars,77,S18_1889,,,,,Bergen,,,Norway,,,,Small
45,90.86,15,4088.7,11/20/2003 0:00,Shipped,4,11,2003,Classic Cars,77,S18_1889,,,,,Nashua,,,USA,,,,Medium
45,85.47,4,3846.15,12-02-2003 00:00,Shipped,4,12,2003,Classic Cars,77,S18_1889,,,,,Madrid,,,Spain,,,,Medium
20,66.99,14,1339.8,1/16/2004 0:00,Shipped,1,1,2004,Classic Cars,77,S18_1889,,,,,Madrid,,,Spain,,,,Small
47,64.68,5,3039.96,2/22/2004 0:00,Shipped,1,2,2004,Classic Cars,77,S18_1889,,,,,Gensve,,,Switzerland,,,,Medium
46,73.92,4,3400.32,04-12-2004 00:00,Shipped,2,4,2004,Classic Cars,77,S18_1889,,,,,Oulu,,,Finland,,,,Medium
23,83.93,9,1930.39,06-01-2004 00:00,Cancelled,2,6,2004,Classic Cars,77,S18_1889,,,,,Liverpool,,,UK,,,,Small
33,74.69,10,2464.77,07-06-2004 00:00,Shipped,3,7,2004,Classic Cars,77,S18_1889,,,,,Reggio Emilia,,,Italy,,,,Small
29,90.86,10,2634.94,08-06-2004 00:00,Shipped,3,8,2004,Classic Cars,77,S18_1889,,,,,Las Vegas,,,USA,,,,Small
44,82.39,8,3625.16,8/30/2004 0:00,Shipped,3,8,2004,Classic Cars,77,S18_1889,,,,,Gensve,,,Switzerland,,,,Medium
41,92.4,1,3788.4,10-04-2003 00:00,Shipped,4,10,2003,Classic Cars,77,S18_1889,,,,,Frankfurt,,,Germany,,,,Medium
20,91.63,6,1832.6,10/16/2004 0:00,Shipped,4,10,2004,Classic Cars,77,S18_1889,,,,,Koln,,,Germany,,,,Small
37,78.54,14,2905.98,11-04-2004 00:00,Shipped,4,11,2004,Classic Cars,77,S18_1889,,,,,New Bedford,,,USA,,,,Small
29,100,9,2954.81,11/15/2004 0:00,Shipped,4,11,2004,Classic Cars,77,S18_1889,,,,,NYC,,,USA,,,,Small
55,65.45,1,3599.75,11/24/2004 0:00,Shipped,4,11,2004,Classic Cars,77,S18_1889,,,,,Melbourne,,,Australia,,,,Medium
22,100,7,3686.54,01-06-2005 00:00,Shipped,1,1,2005,Classic Cars,77,S18_1889,,,,,Espoo,,,Finland,,,,Medium
31,67.76,4,2100.56,02-09-2005 00:00,Shipped,1,2,2005,Classic Cars,77,S18_1889,,,,,Helsinki,,,Finland,,,,Small
49,79.22,3,3881.78,03-03-2005 00:00,Shipped,1,3,2005,Classic Cars,77,S18_1889,,,,,Boras,,,Sweden,,,,Medium
61,73.92,4,4509.12,4/14/2005 0:00,Shipped,2,4,2005,Classic Cars,77,S18_1889,,,,,Strasbourg,,,France,,,,Medium
39,83.93,9,3273.27,5/17/2005 0:00,Shipped,2,5,2005,Classic Cars,77,S18_1889,,,,,Salzburg,,,Austria,,,,Medium
38,100,3,4432.7,03-10-2003 00:00,Shipped,1,3,2003,Classic Cars,142,S18_1984,,,,,Philadelphia,,,USA,,,,Medium
31,100,1,4100.99,05-08-2003 00:00,Shipped,2,5,2003,Classic Cars,142,S18_1984,,,,,Marseille,,,France,,,,Medium
36,100,1,5274.72,07-04-2003 00:00,Shipped,3,7,2003,Classic Cars,142,S18_1984,,,,,Toulouse,,,France,,,,Medium
25,100,12,4232,09-11-2003 00:00,Shipped,3,9,2003,Classic Cars,142,S18_1984,,,,,North Sydney,,,Australia,,,,Medium
48,100,11,6145.44,10/17/2003 0:00,Shipped,4,10,2003,Classic Cars,142,S18_1984,,,,,Aaarhus,,,Denmark,,,,Medium
35,100,1,4680.2,11-05-2003 00:00,Shipped,4,11,2003,Classic Cars,142,S18_1984,,,,,Montreal,,,Canada,,,,Medium
21,100,5,3286.08,11-12-2003 00:00,Shipped,4,11,2003,Classic Cars,142,S18_1984,,,,,Bergen,,,Norway,,,,Medium
47,100,10,7421.3,11/20/2003 0:00,Shipped,4,11,2003,Classic Cars,142,S18_1984,,,,,Nashua,,,USA,,,,Large
38,100,16,6432.64,12-02-2003 00:00,Shipped,4,12,2003,Classic Cars,142,S18_1984,,,,,NYC,,,USA,,,,Medium
41,100,9,4840.87,1/16/2004 0:00,Shipped,1,1,2004,Classic Cars,142,S18_1984,,,,,Madrid,,,Spain,,,,Medium
24,100,7,3892.08,2/26/2004 0:00,Shipped,1,2,2004,Classic Cars,142,S18_1984,,,,,San Diego,,,USA,,,,Medium
37,100,2,5526.32,4/13/2004 0:00,Shipped,2,4,2004,Classic Cars,142,S18_1984,,,,,Osaka,,,Japan,,,,Medium
33,100,4,4459.62,06-01-2004 00:00,Cancelled,2,6,2004,Classic Cars,142,S18_1984,,,,,Liverpool,,,UK,,,,Medium
49,100,5,6203.4,07-06-2004 00:00,Shipped,3,7,2004,Classic Cars,142,S18_1984,,,,,Reggio Emilia,,,Italy,,,,Medium
29,100,5,3754.05,08-06-2004 00:00,Shipped,3,8,2004,Classic Cars,142,S18_1984,,,,,Las Vegas,,,USA,,,,Medium
24,100,3,3516.48,8/30/2004 0:00,Shipped,3,8,2004,Classic Cars,142,S18_1984,,,,,Gensve,,,Switzerland,,,,Medium
47,100,7,7488.04,10-05-2003 00:00,Shipped,4,10,2003,Classic Cars,142,S18_1984,,,,,Oslo,,,Norway,,,,Large
24,100,1,3448.08,10/16/2004 0:00,Shipped,4,10,2004,Classic Cars,142,S18_1984,,,,,Koln,,,Germany,,,,Medium
25,100,9,3734,11-04-2004 00:00,Shipped,4,11,2004,Classic Cars,142,S18_1984,,,,,New Bedford,,,USA,,,,Medium
30,32.47,8,974.1,11/17/2004 0:00,Shipped,4,11,2004,Classic Cars,142,S18_1984,,,,,Philadelphia,,,USA,,,,Small
22,100,3,3160.74,11/24/2004 0:00,Shipped,4,11,2004,Classic Cars,142,S18_1984,,,,,Melbourne,,,Australia,,,,Medium
27,64.69,2,1746.63,12-09-2004 00:00,Shipped,4,12,2004,Classic Cars,142,S18_1984,,,,,Paris,,,France,,,,Small
34,100,3,4207.84,01-10-2005 00:00,Shipped,1,1,2005,Classic Cars,142,S18_1984,,,,,Charleroi,,,Belgium,,,,Medium
36,100,6,4352.76,02-09-2005 00:00,Shipped,1,2,2005,Classic Cars,142,S18_1984,,,,,Helsinki,,,Finland,,,,Medium
34,43.05,15,1463.7,03-04-2005 00:00,Shipped,1,3,2005,Classic Cars,142,S18_1984,,,,,San Rafael,,,USA,,,,Small
48,100,2,7169.28,4/15/2005 0:00,Disputed,2,4,2005,Classic Cars,142,S18_1984,,,,,Kobenhavn,,,Denmark,,,,Large
34,100,4,4594.76,5/17/2005 0:00,Shipped,2,5,2005,Classic Cars,142,S18_1984,,,,,Salzburg,,,Austria,,,,Medium
24,100,8,3457.92,1/31/2003 0:00,Shipped,1,1,2003,Classic Cars,163,S18_2238,,,,,Madrid,,,Spain,,,,Medium
46,100,4,7381.16,04-04-2003 00:00,Shipped,2,4,2003,Classic Cars,163,S18_2238,,,,,NYC,,,USA,,,,Large
45,100,10,7146.9,06-03-2003 00:00,Shipped,2,6,2003,Classic Cars,163,S18_2238,,,,,NYC,,,USA,,,,Large
39,100,4,5938.53,08-01-2003 00:00,Shipped,3,8,2003,Classic Cars,163,S18_2238,,,,,Espoo,,,Finland,,,,Medium
43,100,2,7110.91,9/21/2003 0:00,Shipped,3,9,2003,Classic Cars,163,S18_2238,,,,,Oulu,,,Finland,,,,Large
29,100,11,5032.95,10/22/2003 0:00,Shipped,4,10,2003,Classic Cars,163,S18_2238,,,,,Singapore,,,Singapore,,,,Medium
20,100,10,3667.6,11-06-2003 00:00,Shipped,4,11,2003,Classic Cars,163,S18_2238,,,,,Reggio Emilia,,,Italy,,,,Medium
46,100,5,7381.16,11/14/2003 0:00,Shipped,4,11,2003,Classic Cars,163,S18_2238,,,,,Sevilla,,,Spain,,,,Large
27,100,5,5128.11,11/25/2003 0:00,Shipped,4,11,2003,Classic Cars,163,S18_2238,,,,,White Plains,,,USA,,,,Medium
44,100,6,7060.24,12-09-2003 00:00,Shipped,4,12,2003,Classic Cars,163,S18_2238,,,,,Boston,,,USA,,,,Large
43,100,1,8448.64,02-10-2004 00:00,Shipped,1,2,2004,Classic Cars,163,S18_2238,,,,,Brisbane,,,USA,,,,Large
49,100,8,7300.51,3/15/2004 0:00,Shipped,1,3,2004,Classic Cars,163,S18_2238,,,,,Frankfurt,,,Germany,,,,Large
40,100,4,6549.2,05-05-2004 00:00,Shipped,2,5,2004,Classic Cars,163,S18_2238,,,,,Madrid,,,Spain,,,,Medium
30,100,3,5697.9,6/15/2004 0:00,Shipped,2,6,2004,Classic Cars,163,S18_2238,,,,,Singapore,,,Singapore,,,,Medium
50,100,4,9169,7/20/2004 0:00,Shipped,3,7,2004,Classic Cars,163,S18_2238,,,,,San Rafael,,,USA,,,,Large
23,100,13,3238.63,8/20/2004 0:00,Shipped,3,8,2004,Classic Cars,163,S18_2238,,,,,San Rafael,,,USA,,,,Medium
26,100,7,4554.94,09-08-2004 00:00,Shipped,3,9,2004,Classic Cars,163,S18_2238,,,,,NYC,,,USA,,,,Medium
27,100,4,3934.44,10/13/2004 0:00,Shipped,4,10,2004,Classic Cars,163,S18_2238,,,,,Cambridge,,,USA,,,,Medium
42,100,13,5776.26,10/22/2004 0:00,Shipped,4,10,2004,Classic Cars,163,S18_2238,,,,,Aaarhus,,,Denmark,,,,Medium
47,100,8,7207.45,11-05-2004 00:00,Shipped,4,11,2004,Classic Cars,163,S18_2238,,,,,NYC,,,USA,,,,Large
49,100,6,7460.74,11/20/2004 0:00,Shipped,4,11,2004,Classic Cars,163,S18_2238,,,,,Paris,,,France,,,,Large
38,100,8,6719.54,12-01-2004 00:00,Shipped,4,12,2004,Classic Cars,163,S18_2238,,,,,NYC,,,USA,,,,Medium
20,100,10,2428,12-10-2004 00:00,Shipped,4,12,2004,Classic Cars,163,S18_2238,,,,,Madrid,,,Spain,,,,Small
25,100,7,2602.25,1/23/2005 0:00,Shipped,1,1,2005,Classic Cars,163,S18_2238,,,,,San Rafael,,,USA,,,,Small
25,88,5,2200,2/17/2005 0:00,Shipped,1,2,2005,Classic Cars,163,S18_2238,,,,,San Rafael,,,USA,,,,Small
41,100,4,6712.93,05-03-2005 00:00,Shipped,2,5,2005,Classic Cars,163,S18_2238,,,,,Madrid,,,Spain,,,,Medium
28,100,3,5318.04,5/31/2005 0:00,In Process,2,5,2005,Classic Cars,163,S18_2238,,,,,Nantes,,,France,,,,Medium
50,67.8,2,3390,01-06-2003 00:00,Shipped,1,1,2003,Vintage Cars,60,S18_2248,,,,,Nashua,,,USA,,,,Medium
32,50.25,6,1608,3/18/2003 0:00,Shipped,1,3,2003,Vintage Cars,60,S18_2248,,,,,Manchester,,,UK,,,,Small
42,53.88,5,2262.96,5/21/2003 0:00,Shipped,2,5,2003,Vintage Cars,60,S18_2248,,,,,Las Vegas,,,USA,,,,Small
24,62.36,10,1496.64,09-12-2003 00:00,Shipped,3,9,2003,Vintage Cars,60,S18_2248,,,,,Brisbane,,,USA,,,,Small
27,69.62,8,1879.74,10/18/2003 0:00,Shipped,4,10,2003,Vintage Cars,60,S18_2248,,,,,San Francisco,,,USA,,,,Small
26,57.51,12,1495.26,11-05-2003 00:00,Shipped,4,11,2003,Vintage Cars,60,S18_2248,,,,,Bergamo,,,Italy,,,,Small
38,61.15,9,2323.7,11-12-2003 00:00,Shipped,4,11,2003,Vintage Cars,60,S18_2248,,,,,San Rafael,,,USA,,,,Small
42,59.33,13,2491.86,11/21/2003 0:00,Shipped,4,11,2003,Vintage Cars,60,S18_2248,,,,,Glen Waverly,,,Australia,,,,Small
23,71.44,3,1643.12,12-02-2003 00:00,Shipped,4,12,2003,Vintage Cars,60,S18_2248,,,,,NYC,,,USA,,,,Small
21,62.96,6,1322.16,1/26/2004 0:00,Shipped,1,1,2004,Vintage Cars,60,S18_2248,,,,,Madrid,,,Spain,,,,Small
28,50.85,9,1423.8,03-02-2004 00:00,Shipped,1,3,2004,Vintage Cars,60,S18_2248,,,,,Lyon,,,France,,,,Small
33,72.65,1,2397.45,4/13/2004 0:00,Shipped,2,4,2004,Vintage Cars,60,S18_2248,,,,,Strasbourg,,,France,,,,Small
25,62.96,15,1574,8/17/2004 0:00,Shipped,3,8,2004,Vintage Cars,60,S18_2248,,,,,Torino,,,Italy,,,,Small
28,61.75,4,1729,09-01-2004 00:00,Shipped,3,9,2004,Vintage Cars,60,S18_2248,,,,,Singapore,,,Singapore,,,,Small
46,49.04,2,2255.84,10-06-2004 00:00,Shipped,4,10,2004,Vintage Cars,60,S18_2248,,,,,Sevilla,,,Spain,,,,Small
30,61.15,16,1834.5,10/21/2004 0:00,Shipped,4,10,2004,Vintage Cars,60,S18_2248,,,,,San Rafael,,,USA,,,,Small
38,84.25,9,3201.5,11/17/2004 0:00,Shipped,4,11,2004,Vintage Cars,60,S18_2248,,,,,Manchester,,,UK,,,,Medium
40,56.91,2,2276.4,11/25/2004 0:00,Shipped,4,11,2004,Vintage Cars,60,S18_2248,,,,,Marseille,,,France,,,,Small
45,100,4,8884.8,01-12-2005 00:00,Resolved,1,1,2005,Vintage Cars,60,S18_2248,,,,,Pasadena,,,USA,,,,Large
27,49.3,1,1331.1,02-10-2005 00:00,Shipped,1,2,2005,Vintage Cars,60,S18_2248,,,,,Madrid,,,Spain,,,,Small
42,72.65,1,3051.3,4/22/2005 0:00,On Hold,2,4,2005,Vintage Cars,60,S18_2248,,,,,San Jose,,,USA,,,,Medium
36,63.57,4,2288.52,5/29/2005 0:00,In Process,2,5,2005,Vintage Cars,60,S18_2248,,,,,Chatswood,,,Australia,,,,Small
29,100,12,3772.61,1/31/2003 0:00,Shipped,1,1,2003,Trucks and Buses,122,S18_2319,,,,,Madrid,,,Spain,,,,Medium
39,100,3,4164.42,04-01-2003 00:00,Shipped,2,4,2003,Trucks and Buses,122,S18_2319,,,,,Paris,,,France,,,,Medium
45,100,14,6295.95,06-03-2003 00:00,Shipped,2,6,2003,Trucks and Buses,122,S18_2319,,,,,NYC,,,USA,,,,Medium
47,100,8,6287.66,08-01-2003 00:00,Shipped,3,8,2003,Trucks and Buses,122,S18_2319,,,,,Espoo,,,Finland,,,,Medium
49,100,6,5412.54,9/21/2003 0:00,Shipped,3,9,2003,Trucks and Buses,122,S18_2319,,,,,Oulu,,,Finland,,,,Medium
46,100,15,5984.14,10/22/2003 0:00,Shipped,4,10,2003,Trucks and Buses,122,S18_2319,,,,,Singapore,,,Singapore,,,,Medium
48,100,4,5891.04,11-06-2003 00:00,Shipped,4,11,2003,Trucks and Buses,122,S18_2319,,,,,London,,,UK,,,,Medium
46,100,9,5984.14,11/14/2003 0:00,Shipped,4,11,2003,Trucks and Buses,122,S18_2319,,,,,Sevilla,,,Spain,,,,Medium
35,100,9,3608.15,11/25/2003 0:00,Shipped,4,11,2003,Trucks and Buses,122,S18_2319,,,,,White Plains,,,USA,,,,Medium
43,100,10,5752.54,12-09-2003 00:00,Shipped,4,12,2003,Trucks and Buses,122,S18_2319,,,,,Boston,,,USA,,,,Medium
26,100,4,3765.32,03-11-2004 00:00,Shipped,1,3,2004,Trucks and Buses,122,S18_2319,,,,,San Rafael,,,USA,,,,Medium
22,98.18,8,2159.96,05-05-2004 00:00,Shipped,2,5,2004,Trucks and Buses,122,S18_2319,,,,,Madrid,,,Spain,,,,Small
34,99.41,7,3379.94,6/15/2004 0:00,Shipped,2,6,2004,Trucks and Buses,122,S18_2319,,,,,Singapore,,,Singapore,,,,Medium
50,100,8,5093.5,7/20/2004 0:00,Shipped,3,7,2004,Trucks and Buses,122,S18_2319,,,,,San Rafael,,,USA,,,,Medium
48,100,4,5773.44,8/19/2004 0:00,Shipped,3,8,2004,Trucks and Buses,122,S18_2319,,,,,Allentown,,,USA,,,,Medium
41,100,11,4528.86,09-08-2004 00:00,Shipped,3,9,2004,Trucks and Buses,122,S18_2319,,,,,NYC,,,USA,,,,Medium
36,100,8,4816.08,10/13/2004 0:00,Shipped,4,10,2004,Trucks and Buses,122,S18_2319,,,,,Cambridge,,,USA,,,,Medium
29,100,2,3416.78,10/22/2004 0:00,Shipped,4,10,2004,Trucks and Buses,122,S18_2319,,,,,Vancouver,,,Canada,,,,Medium
33,37.48,10,1236.84,11-05-2004 00:00,Shipped,4,11,2004,Trucks and Buses,122,S18_2319,,,,,NYC,,,USA,,,,Small
46,100,6,5814.86,11/19/2004 0:00,On Hold,4,11,2004,Trucks and Buses,122,S18_2319,,,,,Lule,,,Sweden,,,,Medium
38,100,7,5223.48,12-01-2004 00:00,Shipped,4,12,2004,Trucks and Buses,122,S18_2319,,,,,NYC,,,USA,,,,Medium
20,36.42,11,728.4,12-10-2004 00:00,Shipped,4,12,2004,Trucks and Buses,122,S18_2319,,,,,Madrid,,,Spain,,,,Small
22,100,5,3949,1/20/2005 0:00,Shipped,1,1,2005,Trucks and Buses,122,S18_2319,,,,,North Sydney,,,Australia,,,,Medium
27,100,11,3843.99,2/22/2005 0:00,Shipped,1,2,2005,Trucks and Buses,122,S18_2319,,,,,Madrid,,,Spain,,,,Medium
56,98.18,8,5498.08,05-03-2005 00:00,Shipped,2,5,2005,Trucks and Buses,122,S18_2319,,,,,Madrid,,,Spain,,,,Medium
38,99.41,7,3777.58,5/31/2005 0:00,In Process,2,5,2005,Trucks and Buses,122,S18_2319,,,,,Nantes,,,France,,,,Medium
25,100,4,3782,01-09-2003 00:00,Shipped,1,1,2003,Vintage Cars,127,S18_2325,,,,,Frankfurt,,,Germany,,,,Medium
33,100,4,3859.68,3/18/2003 0:00,Shipped,1,3,2003,Vintage Cars,127,S18_2325,,,,,Manchester,,,UK,,,,Medium
42,100,3,4431.84,5/21/2003 0:00,Shipped,2,5,2003,Vintage Cars,127,S18_2325,,,,,Las Vegas,,,USA,,,,Medium
33,100,8,4950.33,09-12-2003 00:00,Shipped,3,9,2003,Vintage Cars,127,S18_2325,,,,,Brisbane,,,USA,,,,Medium
38,100,6,4299.7,10/18/2003 0:00,Shipped,4,10,2003,Vintage Cars,127,S18_2325,,,,,San Francisco,,,USA,,,,Medium
31,100,10,4492.83,11-05-2003 00:00,Shipped,4,11,2003,Vintage Cars,127,S18_2325,,,,,Bergamo,,,Italy,,,,Medium
20,100,7,2212,11-12-2003 00:00,Shipped,4,11,2003,Vintage Cars,127,S18_2325,,,,,San Rafael,,,USA,,,,Small
44,100,11,4642.88,11/21/2003 0:00,Shipped,4,11,2003,Vintage Cars,127,S18_2325,,,,,Glen Waverly,,,Australia,,,,Medium
26,100,1,3206.32,12-02-2003 00:00,Shipped,4,12,2003,Vintage Cars,127,S18_2325,,,,,NYC,,,USA,,,,Medium
27,100,4,3604.23,1/26/2004 0:00,Shipped,1,1,2004,Vintage Cars,127,S18_2325,,,,,Madrid,,,Spain,,,,Medium
46,100,7,7017.76,03-02-2004 00:00,Shipped,1,3,2004,Vintage Cars,127,S18_2325,,,,,Lyon,,,France,,,,Large
